"";"Marque";"Modèle";"Puissance";"Poids annoncé ";"Vitesse Maxi réelle ";"Accélérations  400m DA ";" Km DA ";" 0 à 40 km/h ";" 0 à 50 km/h ";" 0 à 60 km/h ";" 0 à 80 km/h ";" 0 à 100 km/h ";" 0 à 120 km/h ";" 0 à 130 km/h ";" 0 à 140 km/h ";" 0 à 160 km/h ";" 0 à 180 km/h ";" 0 à 200 km/h ";"Reprises  40 à 140 mini ";"  60 à 90 en 4 ";" 60 à 90 en 5 ";" 60 à 100 en 4 ";" 80 à 100 en 4 ";" 80 à 100 en 5 ";" 80 à 100 en 6 ";" 80 à 120 mini ";"  80 à 120 en 4 ";" 80 à 120 en 5 ";" 80 à 120 en 6 ";" 80 à 140 en 4 ";" 80 à 140 en 5 ";" 80 à 140 en 6 ";" 80 à 160 en 4 ";" 80 à 160 en 5 ";" 80 à 180 mini ";"  90 à 120 en 4 ";" 90 à 120 en 5 ";" 90 à 130 en 6 ";" 140 à 160 en 5 ";" 140 à 160 en 6 ";" 400m de 40 en 4 ";" 400m de 40 en 5 ";" 400m de 50 en 5 ";" Km de 40 en 4 ";" Km de 40 en 5 ";" Km de 50 en 5 ";"Freinage  60 à 0 ";" 90 à 0 ";" 100 à 0 ";" 130 à 0 ";" 160 à 0 ";" 200 à 0 "
"1";"BMW";"120 d";"177 ch";" 1450 kg (DIN)";226;15,6;28,6;1,8;2,8;3,5;5,5;7,8;10,9;12,8;14,4;19,6;26,8;34,2;12,2;4,4;6,3;6,4;3;3,8;5,5;4,9;6,2;8,2;11,2;10;12,4;17,3;14,9;17,6;19,7;4,4;5,6;12,2;4,8;6,1;16,6;19,7;16,9;30,1;34,4;31;13,5;31,8;37,2;66,4;97,7;154,3
