"";"Marque";"Modèle";"Puissance";"Poids annoncé ";"Vitesse Maxi réelle ";"Accélérations  400m DA ";" Km DA ";" 0 à 40 km/h ";" 0 à 50 km/h ";" 0 à 60 km/h ";" 0 à 80 km/h ";" 0 à 100 km/h ";" 0 à 120 km/h ";" 0 à 130 km/h ";" 0 à 140 km/h ";" 0 à 160 km/h ";" 0 à 180 km/h ";"Reprises  40 à 140 mini ";"  60 à 90 en 4 ";" 60 à 90 en 5 ";" 60 à 90 en 6 ";" 60 à 100 en 4 ";" 80 à 100 en 5 ";" 80 à 100 en 6 ";" 80 à 120 mini ";"  80 à 120 en 4 ";" 80 à 120 en 5 ";" 80 à 120 en 6 ";" 80 à 140 en 6 ";" 80 à 160 en 6 ";" 80 à 180 mini ";"  80 à 180 en 6 ";" 90 à 120 en 4 ";" 90 à 120 en 5 ";" 90 à 120 en 6 ";" 90 à 130 en 4 ";" 90 à 130 en 5 ";" 90 à 130 en 6 ";" 130 à 160 en 4 ";" 130 à 160 en 5 ";" 130 à 160 en 6 ";" 140 à 160 en 5 ";" 140 à 160 en 6 ";" 400m de 40 en 4 ";" 400m de 40 en 5 ";" Km de 40 en 4 ";" Km de 40 en 5 ";" Km de 50 en 5 ";"Freinage  50 à 0 ";" 60 à 0 ";" 90 à 0 ";" 100 à 0 ";" 130 à 0 ";" 160 à 0 "
"1";"Audi";"A3 2.0 Tdi";"150 ch";" 1280 kg (DIN)";216;16,3;29,8;2,1;3,1;3,8;5,8;8,5;11,6;14,3;15,9;22,8;35,8;13,2;5;7,6;13;7,2;4,6;5,9;5,6;7,2;9,8;12,7;18,4;26,3;25,4;36,7;5,4;6,7;8,4;7,9;10,6;13,2;9,1;11;14,9;6,3;8,8;17,7;21,4;34,6;37,1;33,4;9,3;12,8;30,1;36,1;63;90
